rank,edcs_id
1,EDCS-19400431
2,EDCS-19300719
3,EDCS-19200206
4,EDCS-18300498
5,EDCS-18900234
6,EDCS-15100563
7,EDCS-17201595
8,EDCS-19300014
9,EDCS-27801012
10,EDCS-12001139
11,EDCS-19000427
12,EDCS-19300978
13,EDCS-19300278
14,EDCS-17201447
15,EDCS-18200473
16,EDCS-18300923
17,EDCS-19100050
18,EDCS-09600319
19,EDCS-09600087
20,EDCS-19100045
21,EDCS-17200848
22,EDCS-19300754
23,EDCS-15500191
24,EDCS-12101550
25,EDCS-09300718
26,EDCS-12001262
27,EDCS-52700747
28,EDCS-19000323
29,EDCS-09300106
30,EDCS-19400517
31,EDCS-19000320
32,EDCS-30400082
33,EDCS-10200371
34,EDCS-17201588
35,EDCS-71000024
36,EDCS-17200902
37,EDCS-10200284
38,EDCS-52602598
39,EDCS-18900176
40,EDCS-12001753
41,EDCS-19000396
42,EDCS-18700542
43,EDCS-19600191
44,EDCS-19300545
45,EDCS-18900654
46,EDCS-18200452
47,EDCS-18700025
48,EDCS-19300010
49,EDCS-08900069
50,EDCS-19300062
51,EDCS-15400422
52,EDCS-15500186
53,EDCS-17200812
54,EDCS-18200464
55,EDCS-18700187
56,EDCS-15500471
57,EDCS-09600379
58,EDCS-09700520
59,EDCS-12100909
60,EDCS-10201094
61,EDCS-19300668
62,EDCS-18900347
63,EDCS-00600836
64,EDCS-19000787
65,EDCS-17201404
66,EDCS-19100052
67,EDCS-19301136
68,EDCS-00600163
69,EDCS-30400274
70,EDCS-15500372
71,EDCS-18000412
72,EDCS-12100912
73,EDCS-09600460
74,EDCS-19000399
75,EDCS-00600297
76,EDCS-19300398
77,EDCS-09200028
78,EDCS-79300004
79,EDCS-19600127
80,EDCS-12001545
81,EDCS-30400276
82,EDCS-00600971
83,EDCS-10200725
84,EDCS-09600279
85,EDCS-64400168
86,EDCS-18800447
87,EDCS-19100116
88,EDCS-15600082
89,EDCS-17201363
90,EDCS-13000146
91,EDCS-14800408
92,EDCS-19300457
93,EDCS-10200549
94,EDCS-15300591
95,EDCS-12101419
96,EDCS-13000142
97,EDCS-17201340
98,EDCS-15600251
99,EDCS-19000194
100,EDCS-15500313
101,EDCS-09600368
102,EDCS-02700756
103,EDCS-70800109
104,EDCS-18300540
105,EDCS-19300115
106,EDCS-09600235
107,EDCS-18900462
108,EDCS-12101774
109,EDCS-18900542
110,EDCS-19300512
111,EDCS-18900184
112,EDCS-17201346
113,EDCS-02700435
114,EDCS-23702313
115,EDCS-09600536
116,EDCS-02700163
117,EDCS-12001190
118,EDCS-15500356
119,EDCS-15500522
120,EDCS-18600347
121,EDCS-09701362
122,EDCS-15400237
123,EDCS-17200657
124,EDCS-12101785
125,EDCS-17201295
126,EDCS-18900416
127,EDCS-13000144
128,EDCS-19300542
129,EDCS-18800262
130,EDCS-15100452
131,EDCS-64400208
132,EDCS-19300565
133,EDCS-19300630
134,EDCS-74700697
135,EDCS-18500261
136,EDCS-14800663
137,EDCS-32701101
138,EDCS-12001590
139,EDCS-12200695
140,EDCS-10200975
141,EDCS-18600109
142,EDCS-19000122
143,EDCS-16100113
144,EDCS-12101337
145,EDCS-19000040
146,EDCS-15600668
147,EDCS-00600164
148,EDCS-19600353
149,EDCS-13000354
150,EDCS-12200798
151,EDCS-18600329
152,EDCS-19000627
153,EDCS-12101776
154,EDCS-16100527
155,EDCS-19300274
156,EDCS-19300949
157,EDCS-18900539
158,EDCS-18200422
159,EDCS-15500235
160,EDCS-18700406
161,EDCS-19100511
162,EDCS-19600323
163,EDCS-16100125
164,EDCS-02700858
165,EDCS-17201519
166,EDCS-19300930
167,EDCS-17300056
168,EDCS-18800249
169,EDCS-19300189
170,EDCS-12001005
171,EDCS-15400358
172,EDCS-15600244
173,EDCS-18600724
174,EDCS-19300704
175,EDCS-16100106
176,EDCS-16100128
177,EDCS-18600146
178,EDCS-16100524
179,EDCS-19300733
180,EDCS-18600229
181,EDCS-00600108
182,EDCS-16100111
183,EDCS-00600776
184,EDCS-71400518
185,EDCS-19301025
186,EDCS-19300385
187,EDCS-19300025
188,EDCS-14800722
189,EDCS-19400418
190,EDCS-18600079
191,EDCS-19300599
192,EDCS-17200483
193,EDCS-18700610
194,EDCS-12001533
195,EDCS-19000276
196,EDCS-15400003
197,EDCS-18700298
198,EDCS-18900749
199,EDCS-15400385
200,EDCS-00600447
201,EDCS-18800028
202,EDCS-18900211
203,EDCS-10200437
204,EDCS-18800471
205,EDCS-17900102
206,EDCS-14800444
207,EDCS-17201400
208,EDCS-18300915
209,EDCS-10200296
210,EDCS-10200751
211,EDCS-14800795
212,EDCS-18900734
213,EDCS-19000475
214,EDCS-19000749
215,EDCS-19300373
216,EDCS-36800058
217,EDCS-00600368
218,EDCS-18600122
219,EDCS-02700607
220,EDCS-12001728
221,EDCS-12001319
222,EDCS-19300263
223,EDCS-52700621
224,EDCS-15600099
225,EDCS-52800398
226,EDCS-19300495
227,EDCS-19101323
228,EDCS-18600545
229,EDCS-18100905
230,EDCS-10200381
231,EDCS-15300502
232,EDCS-19100535
233,EDCS-19300184
234,EDCS-19600340
235,EDCS-10200475
236,EDCS-52700576
237,EDCS-09600207
238,EDCS-18600050
239,EDCS-10200316
240,EDCS-17201234
241,EDCS-18700353
242,EDCS-18600517
243,EDCS-18700307
244,EDCS-19700205
245,EDCS-18800072
246,EDCS-17201413
247,EDCS-18700501
248,EDCS-12001209
249,EDCS-19000469
250,EDCS-19300496
251,EDCS-19100120
252,EDCS-12001278
253,EDCS-16000268
254,EDCS-09400033
255,EDCS-16100140
256,EDCS-17200418
257,EDCS-12101626
258,EDCS-19000227
259,EDCS-15500317
260,EDCS-12101848
261,EDCS-15300608
262,EDCS-18300587
263,EDCS-19101002
264,EDCS-12100975
