rank,edcs_id
1,EDCS-24900353
2,EDCS-24900361
3,EDCS-25000660
4,EDCS-11700293
5,EDCS-25000650
6,EDCS-25001269
7,EDCS-24900330
8,EDCS-25001597
9,EDCS-24900449
10,EDCS-24900392
11,EDCS-25001727
12,EDCS-25001722
13,EDCS-24900326
14,EDCS-25001328
15,EDCS-17700902
16,EDCS-25000702
17,EDCS-85500192
18,EDCS-25001351
19,EDCS-25001812
20,EDCS-24900382
21,EDCS-25002125
22,EDCS-25001654
23,EDCS-25001770
24,EDCS-25000716
25,EDCS-25001313
26,EDCS-17700863
27,EDCS-24900362
28,EDCS-25001627
29,EDCS-08601077
30,EDCS-24900377
31,EDCS-25000643
32,EDCS-24900294
33,EDCS-25001615
34,EDCS-24900338
35,EDCS-25001856
36,EDCS-24900415
37,EDCS-25000648
38,EDCS-17700872
39,EDCS-24900352
40,EDCS-17700876
41,EDCS-25001817
42,EDCS-24900302
43,EDCS-24900311
44,EDCS-25001700
45,EDCS-25001626
46,EDCS-25001972
47,EDCS-25000673
48,EDCS-25001291
49,EDCS-25001278
50,EDCS-25001728
51,EDCS-25001242
52,EDCS-25001847
53,EDCS-24900308
54,EDCS-25001688
55,EDCS-25001772
56,EDCS-25001775
57,EDCS-24900367
58,EDCS-24900402
59,EDCS-24900394
60,EDCS-25001634
61,EDCS-25002079
62,EDCS-24900293
63,EDCS-24900365
64,EDCS-25000697
65,EDCS-25000681
66,EDCS-25001905
67,EDCS-25002094
68,EDCS-25002069
69,EDCS-25001218
70,EDCS-25001781
71,EDCS-24900355
72,EDCS-25001153
73,EDCS-25001687
74,EDCS-25001695
75,EDCS-25001592
76,EDCS-25001298
77,EDCS-17700878
78,EDCS-24900435
79,EDCS-25001596
80,EDCS-25001774
81,EDCS-03000877
82,EDCS-25001306
83,EDCS-25001156
84,EDCS-25002084
85,EDCS-25000655
86,EDCS-25000672
87,EDCS-25001617
88,EDCS-25000653
89,EDCS-25000647
90,EDCS-25001771
91,EDCS-25001773
92,EDCS-25002036
93,EDCS-24900400
94,EDCS-24900354
95,EDCS-24900289
96,EDCS-24900396
