rank,edcs_id
1,EDCS-83700252
2,EDCS-15900231
3,EDCS-16100627
4,EDCS-16300834
5,EDCS-83700190
6,EDCS-15900177
7,EDCS-85701061
8,EDCS-16600189
9,EDCS-16100724
10,EDCS-16300736
11,EDCS-16201330
12,EDCS-16400190
13,EDCS-15900182
14,EDCS-16600179
15,EDCS-15900173
16,EDCS-16201265
17,EDCS-16800003
18,EDCS-16100565
19,EDCS-16800122
20,EDCS-16400244
21,EDCS-16200153
22,EDCS-16300645
23,EDCS-16300804
24,EDCS-16100699
25,EDCS-16201333
26,EDCS-16201408
27,EDCS-25501621
28,EDCS-25100332
29,EDCS-25601540
30,EDCS-16600127
31,EDCS-16800139
32,EDCS-16200138
33,EDCS-16201339
34,EDCS-16300819
35,EDCS-26001101
36,EDCS-15900251
37,EDCS-25501625
38,EDCS-15900170
39,EDCS-16100646
40,EDCS-85701023
41,EDCS-16800153
42,EDCS-16400292
43,EDCS-83700167
44,EDCS-16400168
45,EDCS-16300669
46,EDCS-16400285
47,EDCS-15601007
48,EDCS-16400264
49,EDCS-16201453
50,EDCS-16600132
51,EDCS-16201350
52,EDCS-16800053
53,EDCS-16201342
54,EDCS-16600008
55,EDCS-85701056
56,EDCS-27900258
57,EDCS-16300780
58,EDCS-16300845
59,EDCS-16100613
60,EDCS-25601537
61,EDCS-15900160
62,EDCS-15601018
63,EDCS-16200194
64,EDCS-83700247
65,EDCS-16201302
66,EDCS-26001088
67,EDCS-17900436
68,EDCS-69200500
69,EDCS-16100721
70,EDCS-83700239
71,EDCS-16800165
72,EDCS-16201309
73,EDCS-25700233
74,EDCS-16100575
75,EDCS-15900328
76,EDCS-16201435
77,EDCS-15900162
78,EDCS-15900340
79,EDCS-16800161
80,EDCS-16600031
81,EDCS-83700205
82,EDCS-16201352
83,EDCS-16100595
84,EDCS-84300024
85,EDCS-16600042
86,EDCS-16201381
87,EDCS-16201439
88,EDCS-16300862
89,EDCS-16800167
90,EDCS-16600054
91,EDCS-16400205
92,EDCS-15900230
93,EDCS-83700236
94,EDCS-16300763
95,EDCS-16800065
96,EDCS-25700169
97,EDCS-17900428
98,EDCS-16400231
99,EDCS-16600154
100,EDCS-16400232
101,EDCS-16800040
102,EDCS-16600131
103,EDCS-17900439
104,EDCS-25601520
105,EDCS-16201473
106,EDCS-25300328
107,EDCS-16100639
108,EDCS-16600178
109,EDCS-16800171
110,EDCS-16300725
111,EDCS-16800043
112,EDCS-16201341
113,EDCS-16800143
114,EDCS-10300870
115,EDCS-85701059
116,EDCS-84300023
117,EDCS-15900237
118,EDCS-25501476
119,EDCS-16300832
120,EDCS-15900185
121,EDCS-16800132
122,EDCS-16400161
123,EDCS-16100689
124,EDCS-16600168
125,EDCS-72700035
126,EDCS-25501472
127,EDCS-16200156
128,EDCS-16400187
129,EDCS-25700204
130,EDCS-16201457
131,EDCS-15900309
132,EDCS-25700268
133,EDCS-16300856
134,EDCS-16300712
135,EDCS-16300755
136,EDCS-16600061
137,EDCS-16800015
138,EDCS-25601539
139,EDCS-16300854
140,EDCS-25700166
141,EDCS-16800074
142,EDCS-16300699
143,EDCS-16600103
144,EDCS-16100569
145,EDCS-16100681
146,EDCS-16100563
147,EDCS-85701010
148,EDCS-25501803
149,EDCS-16200157
150,EDCS-15900312
151,EDCS-15900258
152,EDCS-15900320
153,EDCS-16800115
154,EDCS-72700016
155,EDCS-15900330
156,EDCS-16400290
157,EDCS-16201347
158,EDCS-25700174
159,EDCS-16300822
160,EDCS-16300820
161,EDCS-16201441
162,EDCS-16600047
163,EDCS-69200514
164,EDCS-15900290
165,EDCS-16600055
166,EDCS-15900278
167,EDCS-16800172
168,EDCS-16201320
169,EDCS-16300674
170,EDCS-16100675
171,EDCS-15601000
172,EDCS-16300657
173,EDCS-26001031
174,EDCS-15900317
175,EDCS-16400271
176,EDCS-16100652
177,EDCS-15900264
178,EDCS-16400247
179,EDCS-16600030
180,EDCS-15600993
181,EDCS-16300692
182,EDCS-25700175
183,EDCS-16100635
184,EDCS-26001045
185,EDCS-83700192
186,EDCS-16201296
187,EDCS-16200167
188,EDCS-15900156
189,EDCS-15900172
190,EDCS-15900186
191,EDCS-15900279
192,EDCS-15600989
193,EDCS-15601004
194,EDCS-15600995
195,EDCS-16400273
196,EDCS-16200199
197,EDCS-17900433
198,EDCS-00800030
199,EDCS-16100680
200,EDCS-16100668
201,EDCS-16400200
202,EDCS-16400270
203,EDCS-16600174
204,EDCS-16300867
205,EDCS-15900221
206,EDCS-26001057
207,EDCS-16300662
208,EDCS-15900271
209,EDCS-16800080
210,EDCS-25601549
211,EDCS-16300721
212,EDCS-16800048
213,EDCS-16800006
214,EDCS-16201363
215,EDCS-16100679
216,EDCS-16300849
217,EDCS-69200508
218,EDCS-16100600
219,EDCS-16201268
220,EDCS-15900164
221,EDCS-16800193
222,EDCS-16800079
223,EDCS-16300702
224,EDCS-15900311
225,EDCS-16200148
226,EDCS-16201448
227,EDCS-16201291
228,EDCS-83700177
229,EDCS-69200551
230,EDCS-17900419
231,EDCS-15601003
232,EDCS-26001096
233,EDCS-15900220
234,EDCS-16600052
235,EDCS-16201417
236,EDCS-15900333
237,EDCS-60500145
238,EDCS-16201403
239,EDCS-15600983
240,EDCS-16600032
241,EDCS-83700256
242,EDCS-16100654
243,EDCS-16800164
244,EDCS-16300761
245,EDCS-15900200
246,EDCS-15600979
247,EDCS-83700225
248,EDCS-16200135
249,EDCS-85701035
250,EDCS-26001042
251,EDCS-16300754
252,EDCS-69000081
253,EDCS-16400156
254,EDCS-16600128
255,EDCS-16201424
256,EDCS-25700202
257,EDCS-16400298
258,EDCS-16200193
259,EDCS-15900270
260,EDCS-16100586
261,EDCS-16400211
262,EDCS-16201433
263,EDCS-16201257
