rank,edcs_id
1,EDCS-16100572
2,EDCS-16800149
3,EDCS-25501646
4,EDCS-16600143
5,EDCS-15601000
6,EDCS-26001050
7,EDCS-16600075
8,EDCS-15900225
9,EDCS-16300660
10,EDCS-16201494
11,EDCS-16800110
12,EDCS-15601016
13,EDCS-16201455
14,EDCS-16201467
15,EDCS-83700200
16,EDCS-16400218
17,EDCS-17900435
18,EDCS-16400236
19,EDCS-16600014
20,EDCS-16600095
21,EDCS-15601005
22,EDCS-69200506
23,EDCS-16300721
24,EDCS-15900218
25,EDCS-25700208
26,EDCS-16200173
27,EDCS-25601520
28,EDCS-16800024
29,EDCS-83700215
30,EDCS-16100631
31,EDCS-16201447
32,EDCS-25700179
33,EDCS-16600047
34,EDCS-15900278
35,EDCS-27900249
36,EDCS-16800032
37,EDCS-16201450
38,EDCS-69200501
39,EDCS-16400282
40,EDCS-16300655
41,EDCS-16300838
42,EDCS-16200150
43,EDCS-16201378
44,EDCS-16100627
45,EDCS-25700168
46,EDCS-25601537
47,EDCS-10301001
48,EDCS-16200160
49,EDCS-16800151
50,EDCS-16400292
51,EDCS-16300840
52,EDCS-16100720
53,EDCS-15300146
54,EDCS-16300732
55,EDCS-16100724
56,EDCS-16300806
57,EDCS-16300802
58,EDCS-16800182
59,EDCS-16201512
60,EDCS-27900250
61,EDCS-15900339
62,EDCS-16400230
63,EDCS-16201323
64,EDCS-15900168
65,EDCS-15900288
66,EDCS-16201321
67,EDCS-15900256
68,EDCS-16100662
69,EDCS-16100630
70,EDCS-16100577
71,EDCS-15900287
72,EDCS-16800019
73,EDCS-16201438
74,EDCS-25700167
75,EDCS-16201298
76,EDCS-16400208
77,EDCS-25501777
78,EDCS-16400219
79,EDCS-16300663
80,EDCS-16600136
81,EDCS-16201489
82,EDCS-16400200
83,EDCS-16600197
84,EDCS-16300834
85,EDCS-16400177
86,EDCS-16800177
87,EDCS-15900227
88,EDCS-16800053
89,EDCS-25700266
90,EDCS-15900145
91,EDCS-25900305
92,EDCS-17900438
93,EDCS-16100688
94,EDCS-16800118
95,EDCS-69200510
96,EDCS-16100650
97,EDCS-00800045
98,EDCS-69200544
99,EDCS-16400163
100,EDCS-16300758
101,EDCS-25700205
102,EDCS-16400178
103,EDCS-69200543
104,EDCS-16600037
105,EDCS-16300699
106,EDCS-16300727
107,EDCS-16201324
108,EDCS-16201385
109,EDCS-16100596
110,EDCS-16800039
111,EDCS-16100741
112,EDCS-15900294
113,EDCS-16600103
114,EDCS-25601170
115,EDCS-15600986
116,EDCS-25700233
117,EDCS-16600081
118,EDCS-16400259
119,EDCS-16300661
120,EDCS-69200500
121,EDCS-25601548
122,EDCS-16800189
123,EDCS-00800029
124,EDCS-16400183
125,EDCS-16800114
126,EDCS-16200159
127,EDCS-16201416
128,EDCS-16600102
129,EDCS-16600182
130,EDCS-24700293
131,EDCS-15900224
132,EDCS-16300789
133,EDCS-15900252
134,EDCS-16200202
135,EDCS-16400182
136,EDCS-16201260
137,EDCS-43400015
138,EDCS-25601546
139,EDCS-25501775
140,EDCS-16600097
141,EDCS-16300728
142,EDCS-16201429
143,EDCS-16201476
144,EDCS-16800109
145,EDCS-16800034
146,EDCS-16201332
147,EDCS-16800115
148,EDCS-15900263
149,EDCS-16300662
150,EDCS-16300681
151,EDCS-16800169
152,EDCS-23200438
153,EDCS-16300872
154,EDCS-16400245
155,EDCS-25601536
156,EDCS-16100711
157,EDCS-17900436
158,EDCS-16201402
159,EDCS-15600995
160,EDCS-16100594
161,EDCS-16201299
162,EDCS-83700239
163,EDCS-16400228
164,EDCS-85701009
165,EDCS-16600187
166,EDCS-16100736
167,EDCS-16800006
168,EDCS-85701038
169,EDCS-54601027
170,EDCS-16400202
171,EDCS-25900401
172,EDCS-16201488
173,EDCS-00800028
174,EDCS-25601528
175,EDCS-16800154
176,EDCS-16600128
177,EDCS-25501645
178,EDCS-16100707
179,EDCS-16201331
180,EDCS-25700202
181,EDCS-25501804
182,EDCS-16201398
183,EDCS-16600022
184,EDCS-15900177
185,EDCS-16300669
186,EDCS-16200183
187,EDCS-15900326
188,EDCS-16100730
189,EDCS-83700191
190,EDCS-26001052
191,EDCS-26001035
192,EDCS-16400217
193,EDCS-16300825
194,EDCS-16400291
195,EDCS-16201372
196,EDCS-16300698
197,EDCS-72700038
198,EDCS-16400159
199,EDCS-16300642
200,EDCS-16201350
201,EDCS-72700030
202,EDCS-16200181
203,EDCS-25700191
204,EDCS-69200548
205,EDCS-16300651
206,EDCS-16400286
207,EDCS-16800064
208,EDCS-16100733
209,EDCS-26001101
210,EDCS-16400258
211,EDCS-15600979
212,EDCS-16100723
213,EDCS-16800112
214,EDCS-16200141
215,EDCS-16201506
216,EDCS-15900318
217,EDCS-16600123
218,EDCS-25900399
219,EDCS-16600184
220,EDCS-16100590
221,EDCS-16201409
222,EDCS-16600094
223,EDCS-16201482
224,EDCS-16300712
225,EDCS-25501797
226,EDCS-16200205
227,EDCS-16800126
228,EDCS-16100574
229,EDCS-17900425
230,EDCS-26001030
231,EDCS-16100585
232,EDCS-15900322
233,EDCS-15600973
234,EDCS-15600980
235,EDCS-15900152
236,EDCS-16100653
237,EDCS-25501795
238,EDCS-85701013
239,EDCS-16300720
240,EDCS-15900166
241,EDCS-16400197
242,EDCS-16201477
243,EDCS-16300826
244,EDCS-15900216
245,EDCS-16600132
246,EDCS-16200186
247,EDCS-16600064
248,EDCS-15900310
249,EDCS-16400206
250,EDCS-25501800
251,EDCS-16800047
252,EDCS-15900259
253,EDCS-16201257
254,EDCS-16100570
255,EDCS-83700165
256,EDCS-27900263
257,EDCS-16400213
258,EDCS-16300689
259,EDCS-69200515
260,EDCS-16200137
261,EDCS-16800050
262,EDCS-16800062
263,EDCS-16201458
264,EDCS-83700225
265,EDCS-16600029
266,EDCS-16800108
267,EDCS-16300731
268,EDCS-16100696
269,EDCS-69200550
270,EDCS-69200552
271,EDCS-83700194
272,EDCS-16600025
273,EDCS-16201401
274,EDCS-16400226
275,EDCS-27900270
276,EDCS-16800048
277,EDCS-16800123
278,EDCS-15900249
279,EDCS-15601020
280,EDCS-69200514
281,EDCS-16201474
282,EDCS-26001088
283,EDCS-16300812
284,EDCS-83700187
285,EDCS-46200064
286,EDCS-15900332
287,EDCS-69200562
288,EDCS-16200147
289,EDCS-15601014
290,EDCS-16300781
291,EDCS-16300879
292,EDCS-16400191
293,EDCS-15900240
294,EDCS-16200193
295,EDCS-15900171
296,EDCS-16300757
297,EDCS-25900402
298,EDCS-16100618
299,EDCS-15600972
300,EDCS-16400158
301,EDCS-16800033
302,EDCS-21300246
303,EDCS-16800098
304,EDCS-27900267
305,EDCS-26001046
306,EDCS-26001060
307,EDCS-16100615
308,EDCS-16201283
309,EDCS-83700209
310,EDCS-16300707
311,EDCS-16100725
312,EDCS-25501774
313,EDCS-16600013
314,EDCS-83700234
315,EDCS-16400210
316,EDCS-83700159
317,EDCS-16800012
318,EDCS-16800135
319,EDCS-27900109
320,EDCS-15900334
321,EDCS-16300650
322,EDCS-15900290
323,EDCS-16400267
324,EDCS-16600112
325,EDCS-25501464
326,EDCS-25900306
327,EDCS-16400279
328,EDCS-25501462
329,EDCS-80600017
330,EDCS-16300657
331,EDCS-69200558
332,EDCS-16201338
333,EDCS-72700025
334,EDCS-16600012
335,EDCS-16100589
336,EDCS-16300850
337,EDCS-72700024
338,EDCS-02000004
339,EDCS-16800188
340,EDCS-25700265
341,EDCS-00800034
342,EDCS-16201276
343,EDCS-16201346
344,EDCS-16300716
345,EDCS-16300692
346,EDCS-16100561
347,EDCS-85701063
348,EDCS-16300754
349,EDCS-16300816
350,EDCS-16201510
351,EDCS-16800143
352,EDCS-15900253
353,EDCS-16201420
354,EDCS-16600050
355,EDCS-16100599
356,EDCS-16300873
357,EDCS-16400190
358,EDCS-85701019
359,EDCS-16200140
360,EDCS-16800084
361,EDCS-16600192
362,EDCS-16800173
363,EDCS-72700039
364,EDCS-16201390
365,EDCS-15900340
366,EDCS-15900243
367,EDCS-16300744
368,EDCS-16300769
369,EDCS-16201369
370,EDCS-25700159
371,EDCS-26001039
372,EDCS-15601001
373,EDCS-16600159
374,EDCS-15900309
375,EDCS-15900327
376,EDCS-27900265
377,EDCS-16800004
378,EDCS-16800011
379,EDCS-15900244
380,EDCS-26001022
381,EDCS-16800136
382,EDCS-16201356
383,EDCS-16600156
384,EDCS-16800058
385,EDCS-16201377
386,EDCS-25601541
387,EDCS-16201424
388,EDCS-16400192
389,EDCS-25501794
390,EDCS-83700176
391,EDCS-16600171
392,EDCS-16800140
393,EDCS-16600051
394,EDCS-25700163
395,EDCS-25501627
396,EDCS-16100568
397,EDCS-16600016
398,EDCS-16800045
399,EDCS-16300693
400,EDCS-15900167
401,EDCS-16300685
402,EDCS-15900321
403,EDCS-16201435
404,EDCS-16100701
405,EDCS-16600181
406,EDCS-16201444
407,EDCS-16201315
408,EDCS-16800072
409,EDCS-16800179
410,EDCS-16300829
411,EDCS-16100588
412,EDCS-25501792
413,EDCS-16400247
414,EDCS-16600189
415,EDCS-25700204
416,EDCS-15900169
417,EDCS-15900220
418,EDCS-16400167
419,EDCS-16201371
420,EDCS-85701023
421,EDCS-16100628
422,EDCS-16100716
423,EDCS-16201334
424,EDCS-16201523
425,EDCS-72700018
426,EDCS-25501802
427,EDCS-25900356
428,EDCS-16300828
429,EDCS-16600068
430,EDCS-10300869
431,EDCS-16200199
432,EDCS-25700206
433,EDCS-16400293
434,EDCS-83700241
435,EDCS-16800026
436,EDCS-16100569
437,EDCS-16600169
438,EDCS-85701011
439,EDCS-16201362
440,EDCS-25700221
441,EDCS-16201363
442,EDCS-25501767
443,EDCS-26001036
444,EDCS-16600115
445,EDCS-16100600
446,EDCS-27900264
447,EDCS-16201496
448,EDCS-15900187
449,EDCS-15900144
450,EDCS-00800032
451,EDCS-16800043
452,EDCS-27900108
453,EDCS-27900260
454,EDCS-15600975
455,EDCS-26001038
456,EDCS-27900262
457,EDCS-15900206
458,EDCS-16300843
459,EDCS-16600109
460,EDCS-85701020
461,EDCS-16600179
462,EDCS-16300868
463,EDCS-15900305
464,EDCS-16600028
465,EDCS-16201293
466,EDCS-16100576
467,EDCS-83700255
468,EDCS-16300804
469,EDCS-16400276
470,EDCS-16100738
471,EDCS-16300842
472,EDCS-25700246
473,EDCS-16201382
474,EDCS-25601530
475,EDCS-16600146
476,EDCS-16201522
477,EDCS-16300673
478,EDCS-16300752
479,EDCS-16400294
480,EDCS-16300735
481,EDCS-16201258
482,EDCS-15900335
483,EDCS-16201374
484,EDCS-16300830
485,EDCS-25501650
486,EDCS-16100693
487,EDCS-16800020
488,EDCS-16800192
489,EDCS-15900157
490,EDCS-15900183
491,EDCS-15601004
492,EDCS-15601025
493,EDCS-16100695
494,EDCS-85701059
495,EDCS-16300786
496,EDCS-25700181
497,EDCS-16800029
498,EDCS-83700161
499,EDCS-16800027
500,EDCS-16200155
501,EDCS-16300748
502,EDCS-15900208
503,EDCS-16100601
504,EDCS-83700240
505,EDCS-83700264
506,EDCS-16100732
507,EDCS-25501770
508,EDCS-16800137
509,EDCS-16201266
510,EDCS-60500145
511,EDCS-16600121
512,EDCS-16400270
513,EDCS-16201394
514,EDCS-16201275
515,EDCS-16600021
516,EDCS-83700236
517,EDCS-16800031
518,EDCS-69200524
519,EDCS-16600139
520,EDCS-15900202
521,EDCS-16201373
522,EDCS-16400233
523,EDCS-15900148
524,EDCS-16800060
525,EDCS-16300670
526,EDCS-16100718
527,EDCS-69200495
528,EDCS-16300874
529,EDCS-83700196
530,EDCS-16201284
531,EDCS-25501475
532,EDCS-16100597
533,EDCS-16100643
534,EDCS-16300743
535,EDCS-16201393
536,EDCS-15900210
537,EDCS-16300775
538,EDCS-16100694
539,EDCS-15900165
540,EDCS-17900431
541,EDCS-83700256
542,EDCS-84300023
543,EDCS-15600990
544,EDCS-16201381
545,EDCS-45900042
546,EDCS-16201436
547,EDCS-83700208
548,EDCS-15900269
549,EDCS-16100659
550,EDCS-16300777
551,EDCS-16600130
552,EDCS-16400302
553,EDCS-16400300
554,EDCS-16600032
555,EDCS-16300654
556,EDCS-16201395
557,EDCS-16800097
558,EDCS-16200179
559,EDCS-81700355
560,EDCS-16800178
561,EDCS-16201351
562,EDCS-83700238
563,EDCS-16400224
564,EDCS-16200164
565,EDCS-16100702
566,EDCS-25601533
567,EDCS-15601023
568,EDCS-16300762
569,EDCS-16201322
570,EDCS-16400220
571,EDCS-15600976
572,EDCS-16600176
573,EDCS-16100619
574,EDCS-25601549
575,EDCS-25501799
576,EDCS-16201380
577,EDCS-16100698
578,EDCS-15900189
579,EDCS-16201290
580,EDCS-00800046
581,EDCS-25501793
582,EDCS-16600089
583,EDCS-83700221
584,EDCS-16300724
585,EDCS-69200557
586,EDCS-16600046
587,EDCS-15900260
588,EDCS-16100654
589,EDCS-15900304
590,EDCS-16100692
591,EDCS-15900153
592,EDCS-16400195
593,EDCS-72700040
594,EDCS-16201352
595,EDCS-16400176
596,EDCS-16400249
597,EDCS-16300736
598,EDCS-15900155
599,EDCS-16600162
600,EDCS-15900158
601,EDCS-16201517
602,EDCS-21300247
603,EDCS-16600142
604,EDCS-23400806
605,EDCS-15900200
606,EDCS-16600127
607,EDCS-25501511
608,EDCS-16100673
609,EDCS-26001025
610,EDCS-25700218
611,EDCS-16201268
612,EDCS-16400255
613,EDCS-83700263
614,EDCS-15600997
615,EDCS-16600165
616,EDCS-83700183
617,EDCS-15900236
618,EDCS-16800167
619,EDCS-72700033
620,EDCS-72700037
621,EDCS-17900430
622,EDCS-25700177
623,EDCS-16400278
624,EDCS-25700169
625,EDCS-16100739
626,EDCS-16600149
627,EDCS-15900147
628,EDCS-16100595
629,EDCS-16400209
630,EDCS-16100621
631,EDCS-15900320
632,EDCS-16300783
633,EDCS-25501763
634,EDCS-16800002
635,EDCS-27900274
636,EDCS-15900248
637,EDCS-69200498
638,EDCS-16100717
639,EDCS-16100635
640,EDCS-16600043
641,EDCS-16201405
642,EDCS-16100624
643,EDCS-16100582
644,EDCS-16600193
645,EDCS-15900245
646,EDCS-16201423
647,EDCS-16201525
648,EDCS-16800073
649,EDCS-16201354
650,EDCS-16400203
651,EDCS-16600036
652,EDCS-26001051
653,EDCS-15601022
654,EDCS-16201254
655,EDCS-16100671
656,EDCS-16201303
657,EDCS-85701036
658,EDCS-16400194
659,EDCS-16600053
660,EDCS-16100578
661,EDCS-69200502
662,EDCS-15600999
663,EDCS-16300861
664,EDCS-16300652
665,EDCS-85701015
666,EDCS-15900323
667,EDCS-16300768
668,EDCS-17900428
669,EDCS-16100663
670,EDCS-16600041
671,EDCS-16100608
672,EDCS-15601027
673,EDCS-16201479
674,EDCS-16800021
675,EDCS-15900199
676,EDCS-15601013
677,EDCS-15600991
678,EDCS-16600052
679,EDCS-16201306
680,EDCS-16800052
681,EDCS-16600194
682,EDCS-16400196
683,EDCS-16201270
684,EDCS-16300787
685,EDCS-15900232
686,EDCS-26001053
687,EDCS-16201507
688,EDCS-16200133
689,EDCS-16100735
690,EDCS-85701017
691,EDCS-16400277
692,EDCS-16400162
693,EDCS-16600147
694,EDCS-15900271
695,EDCS-17900416
696,EDCS-43700647
697,EDCS-67500049
698,EDCS-16600009
699,EDCS-16600055
700,EDCS-16300780
701,EDCS-15900180
702,EDCS-85701010
703,EDCS-16201389
704,EDCS-16400169
705,EDCS-15601017
706,EDCS-16800066
707,EDCS-16300849
708,EDCS-16800106
709,EDCS-16800069
710,EDCS-15900156
711,EDCS-16200197
712,EDCS-16201310
713,EDCS-25601553
714,EDCS-83700214
715,EDCS-16600070
716,EDCS-15900203
717,EDCS-16100669
718,EDCS-16201454
719,EDCS-16400238
720,EDCS-16400223
721,EDCS-16600023
722,EDCS-16201291
723,EDCS-16201272
724,EDCS-16300857
725,EDCS-85701055
726,EDCS-16201422
727,EDCS-28000291
728,EDCS-16300668
729,EDCS-16100563
730,EDCS-83700253
731,EDCS-83700171
732,EDCS-26001102
733,EDCS-83700229
734,EDCS-16800086
735,EDCS-16100684
736,EDCS-16300641
737,EDCS-16200166
738,EDCS-16100575
739,EDCS-16600069
740,EDCS-16201487
741,EDCS-16800186
742,EDCS-16800063
743,EDCS-16600157
744,EDCS-16201274
745,EDCS-83700201
746,EDCS-16800168
747,EDCS-16200175
748,EDCS-16100665
749,EDCS-16100667
750,EDCS-15900291
751,EDCS-16100674
752,EDCS-16800187
753,EDCS-16201440
754,EDCS-16201360
755,EDCS-15900154
756,EDCS-16300675
757,EDCS-16201411
758,EDCS-16300841
759,EDCS-16300851
760,EDCS-25501463
761,EDCS-27900259
762,EDCS-16600196
763,EDCS-16600161
764,EDCS-15900238
765,EDCS-16600045
766,EDCS-25700174
767,EDCS-16400295
768,EDCS-16100706
769,EDCS-16400299
770,EDCS-83700205
771,EDCS-16400281
772,EDCS-26001029
773,EDCS-16300726
774,EDCS-16200162
775,EDCS-83700244
776,EDCS-16300837
777,EDCS-69200526
778,EDCS-16201502
779,EDCS-69200545
780,EDCS-16400185
781,EDCS-15900213
782,EDCS-16600190
783,EDCS-16200192
784,EDCS-16400168
785,EDCS-16100704
786,EDCS-16300833
787,EDCS-16800038
788,EDCS-15600989
789,EDCS-16201485
790,EDCS-16600105
791,EDCS-27900268
792,EDCS-16400184
793,EDCS-16600010
794,EDCS-02000021
795,EDCS-16200134
796,EDCS-16201434
797,EDCS-16400256
798,EDCS-16600135
799,EDCS-16600138
800,EDCS-16201294
801,EDCS-83700223
802,EDCS-69200527
803,EDCS-16600038
804,EDCS-16201364
805,EDCS-16800158
806,EDCS-16600180
807,EDCS-16100646
808,EDCS-16200161
809,EDCS-16800120
810,EDCS-15900233
811,EDCS-25501461
812,EDCS-15900254
813,EDCS-16201456
814,EDCS-16201480
815,EDCS-15900282
816,EDCS-16201256
817,EDCS-25501642
818,EDCS-83700163
819,EDCS-16600177
820,EDCS-16600073
821,EDCS-72700019
822,EDCS-85701022
823,EDCS-16800081
824,EDCS-16201407
825,EDCS-16800152
826,EDCS-16400289
827,EDCS-16200146
828,EDCS-15900314
829,EDCS-16100677
830,EDCS-85701070
831,EDCS-15601007
832,EDCS-15900239
833,EDCS-16100664
834,EDCS-16600087
835,EDCS-25900400
836,EDCS-16600195
837,EDCS-16300853
838,EDCS-69200529
839,EDCS-15900265
840,EDCS-16300824
841,EDCS-16201285
842,EDCS-16100641
843,EDCS-16600100
844,EDCS-69200508
845,EDCS-16400173
846,EDCS-16800147
847,EDCS-16201484
848,EDCS-16400250
849,EDCS-16201404
850,EDCS-83700252
851,EDCS-83700190
852,EDCS-16300644
853,EDCS-15601018
854,EDCS-16100708
855,EDCS-69200517
856,EDCS-83700235
857,EDCS-16100651
858,EDCS-16800046
859,EDCS-16200135
860,EDCS-27900269
861,EDCS-16201317
862,EDCS-15600993
863,EDCS-83700179
864,EDCS-16201255
865,EDCS-16201527
866,EDCS-72800127
867,EDCS-16201519
868,EDCS-83700160
869,EDCS-83700213
870,EDCS-16201353
871,EDCS-26001098
872,EDCS-10301004
873,EDCS-16300688
874,EDCS-16800018
875,EDCS-16201414
876,EDCS-16800116
877,EDCS-85701039
878,EDCS-16400161
879,EDCS-16400301
880,EDCS-15900161
881,EDCS-69200549
882,EDCS-16300746
883,EDCS-16800128
884,EDCS-16800180
885,EDCS-83700166
886,EDCS-83700217
887,EDCS-15900303
888,EDCS-16600153
889,EDCS-16300858
890,EDCS-16800105
891,EDCS-16600017
892,EDCS-15900229
893,EDCS-16600141
894,EDCS-17900437
895,EDCS-16400179
896,EDCS-15900298
897,EDCS-16200168
898,EDCS-16800055
899,EDCS-16200143
900,EDCS-16100679
901,EDCS-16800077
902,EDCS-25501474
903,EDCS-16100678
904,EDCS-17900439
905,EDCS-83700242
906,EDCS-25700162
907,EDCS-15900149
908,EDCS-16201475
909,EDCS-16800037
910,EDCS-16201499
911,EDCS-16201473
912,EDCS-16800094
913,EDCS-85701046
914,EDCS-16800185
915,EDCS-16300677
916,EDCS-16600134
917,EDCS-30100142
918,EDCS-16201397
919,EDCS-15900324
920,EDCS-00800033
921,EDCS-85701064
922,EDCS-16600085
923,EDCS-16400227
924,EDCS-16600113
925,EDCS-15900255
926,EDCS-16201521
927,EDCS-16600120
928,EDCS-16201478
929,EDCS-16600114
930,EDCS-16400240
931,EDCS-25501789
932,EDCS-16201319
933,EDCS-16201337
934,EDCS-15601021
935,EDCS-16201439
936,EDCS-16600054
937,EDCS-16201383
938,EDCS-25700182
939,EDCS-16200172
940,EDCS-15900293
941,EDCS-16600145
942,EDCS-26001055
943,EDCS-15900205
944,EDCS-16100633
945,EDCS-16600152
946,EDCS-16201264
947,EDCS-16300760
948,EDCS-15900201
949,EDCS-15900273
950,EDCS-15601029
951,EDCS-16300799
952,EDCS-15601024
953,EDCS-25501647
954,EDCS-15601006
955,EDCS-16201457
956,EDCS-15900182
957,EDCS-16600019
958,EDCS-16201406
959,EDCS-15900270
960,EDCS-16300827
961,EDCS-83700162
962,EDCS-16300759
963,EDCS-16201359
964,EDCS-16400252
965,EDCS-69200521
966,EDCS-16600060
967,EDCS-83700243
968,EDCS-83700167
969,EDCS-16200145
970,EDCS-25501623
971,EDCS-16201355
972,EDCS-17900426
973,EDCS-16600101
974,EDCS-25501764
975,EDCS-16100680
976,EDCS-16200189
977,EDCS-15601030
978,EDCS-69200541
979,EDCS-16300778
980,EDCS-16300749
981,EDCS-16300671
982,EDCS-16201445
983,EDCS-16100685
984,EDCS-25501477
985,EDCS-27900253
986,EDCS-15601009
987,EDCS-16400253
988,EDCS-85701024
989,EDCS-16300741
990,EDCS-72700036
991,EDCS-25501510
992,EDCS-16300739
993,EDCS-69200528
994,EDCS-16201349
995,EDCS-69200542
996,EDCS-16200152
997,EDCS-16201304
998,EDCS-16201418
999,EDCS-16200171
1000,EDCS-16600173
1001,EDCS-83700254
1002,EDCS-26001026
1003,EDCS-15600984
1004,EDCS-16600186
1005,EDCS-16400229
1006,EDCS-16201342
1007,EDCS-16300790
1008,EDCS-16201493
1009,EDCS-85701026
1010,EDCS-16201518
1011,EDCS-16100647
1012,EDCS-16600079
1013,EDCS-15600970
1014,EDCS-69200519
1015,EDCS-16400172
1016,EDCS-27900261
1017,EDCS-16300770
1018,EDCS-16400269
1019,EDCS-60500143
1020,EDCS-16600191
1021,EDCS-85701021
1022,EDCS-16400274
1023,EDCS-15600982
1024,EDCS-26001040
1025,EDCS-16400171
1026,EDCS-83700230
1027,EDCS-69200497
1028,EDCS-16201441
1029,EDCS-16201305
1030,EDCS-16300788
1031,EDCS-25501776
1032,EDCS-16201344
1033,EDCS-69200553
1034,EDCS-16300691
1035,EDCS-16200182
1036,EDCS-16200185
1037,EDCS-25501616
1038,EDCS-16800093
1039,EDCS-15900280
1040,EDCS-16300723
1041,EDCS-16201325
1042,EDCS-16800119
1043,EDCS-16800144
1044,EDCS-16400254
1045,EDCS-16300809
1046,EDCS-83700204
1047,EDCS-15900241
1048,EDCS-15900204
1049,EDCS-27900252
1050,EDCS-16800009
1051,EDCS-16600131
1052,EDCS-15900179
1053,EDCS-16201271
1054,EDCS-16300808
1055,EDCS-16201481
1056,EDCS-15900162
1057,EDCS-16200174
1058,EDCS-16300647
1059,EDCS-26001100
1060,EDCS-16201400
1061,EDCS-06000908
1062,EDCS-16600056
1063,EDCS-85701052
1064,EDCS-15900173
1065,EDCS-15601002
1066,EDCS-16300811
1067,EDCS-16300719
1068,EDCS-16201320
1069,EDCS-16600170
1070,EDCS-16201430
1071,EDCS-16600042
1072,EDCS-16400207
1073,EDCS-15900175
1074,EDCS-16400165
1075,EDCS-15600971
1076,EDCS-16400164
1077,EDCS-16201279
1078,EDCS-16100564
1079,EDCS-16300733
1080,EDCS-16600039
1081,EDCS-16201443
1082,EDCS-16600124
1083,EDCS-16201466
1084,EDCS-16400288
1085,EDCS-16200138
1086,EDCS-15900242
1087,EDCS-16100591
1088,EDCS-16400251
1089,EDCS-16300793
1090,EDCS-69200559
1091,EDCS-16600118
1092,EDCS-16201318
1093,EDCS-15600987
1094,EDCS-15900277
1095,EDCS-16300774
1096,EDCS-69200561
1097,EDCS-16800155
1098,EDCS-16300844
1099,EDCS-16300656
1100,EDCS-16300690
1101,EDCS-16600044
1102,EDCS-16201410
1103,EDCS-16600024
1104,EDCS-16200149
1105,EDCS-16300653
1106,EDCS-16100672
1107,EDCS-16300860
1108,EDCS-10301228
1109,EDCS-15900193
1110,EDCS-25501781
1111,EDCS-15900311
1112,EDCS-26001041
1113,EDCS-16300756
1114,EDCS-16201365
1115,EDCS-16300795
1116,EDCS-16600183
1117,EDCS-83700218
1118,EDCS-00800030
1119,EDCS-16600160
1120,EDCS-16100700
1121,EDCS-15900192
1122,EDCS-83700170
1123,EDCS-25601552
1124,EDCS-16201509
1125,EDCS-16100734
1126,EDCS-16600126
1127,EDCS-25501622
1128,EDCS-25501766
1129,EDCS-16300747
1130,EDCS-16201330
1131,EDCS-15900302
1132,EDCS-26100003
1133,EDCS-16600098
1134,EDCS-16400204
1135,EDCS-16300839
1136,EDCS-16400304
1137,EDCS-25601545
1138,EDCS-16600164
1139,EDCS-15601011
1140,EDCS-83700175
1141,EDCS-16300821
1142,EDCS-16800049
1143,EDCS-25501803
1144,EDCS-16100721
1145,EDCS-16300863
1146,EDCS-16800017
1147,EDCS-15900297
1148,EDCS-85701016
1149,EDCS-16100652
1150,EDCS-25700268
1151,EDCS-15900231
1152,EDCS-83700203
1153,EDCS-80600015
1154,EDCS-16100592
1155,EDCS-16800068
1156,EDCS-85701044
1157,EDCS-16300761
1158,EDCS-15900336
1159,EDCS-83700231
1160,EDCS-16600163
1161,EDCS-16201347
1162,EDCS-16300835
1163,EDCS-16400272
1164,EDCS-16201267
1165,EDCS-26001090
1166,EDCS-16300803
1167,EDCS-16600067
1168,EDCS-16100637
1169,EDCS-16300695
1170,EDCS-16200198
1171,EDCS-16400174
1172,EDCS-43400014
1173,EDCS-16400248
1174,EDCS-16600166
1175,EDCS-16300820
1176,EDCS-16300684
1177,EDCS-26001034
1178,EDCS-26001095
1179,EDCS-16800131
1180,EDCS-16300729
1181,EDCS-16100656
1182,EDCS-16400181
1183,EDCS-83700168
1184,EDCS-16300831
1185,EDCS-26001108
1186,EDCS-16300792
1187,EDCS-16200144
1188,EDCS-16100605
1189,EDCS-16300676
1190,EDCS-16200148
1191,EDCS-16100620
1192,EDCS-16400273
1193,EDCS-16800023
1194,EDCS-16100681
1195,EDCS-25501648
1196,EDCS-16300794
1197,EDCS-16800085
1198,EDCS-16100571
1199,EDCS-83700210
1200,EDCS-16201431
1201,EDCS-16100742
1202,EDCS-16400296
1203,EDCS-16201461
1204,EDCS-16800080
1205,EDCS-15900194
1206,EDCS-16600027
1207,EDCS-16300779
1208,EDCS-26001027
1209,EDCS-16600155
1210,EDCS-16201446
1211,EDCS-15900315
1212,EDCS-80600011
1213,EDCS-16201333
1214,EDCS-16100579
1215,EDCS-16300725
1216,EDCS-16201460
1217,EDCS-16201504
1218,EDCS-16300869
1219,EDCS-16200139
1220,EDCS-16100611
1221,EDCS-85701053
1222,EDCS-25501649
1223,EDCS-16201426
1224,EDCS-85701057
1225,EDCS-16800078
1226,EDCS-16400175
1227,EDCS-16201282
1228,EDCS-16600122
1229,EDCS-16201497
1230,EDCS-16300648
