rank,edcs_id
1,EDCS-65600327
2,EDCS-65600208
3,EDCS-23200303
4,EDCS-65600204
5,EDCS-10300172
6,EDCS-10300301
7,EDCS-69200487
8,EDCS-65600237
9,EDCS-65600119
10,EDCS-08600806
11,EDCS-65600186
12,EDCS-08600813
13,EDCS-65600165
14,EDCS-65600118
15,EDCS-65600232
16,EDCS-13100006
17,EDCS-69200489
18,EDCS-24501960
19,EDCS-65600268
20,EDCS-65600325
21,EDCS-11300888
22,EDCS-10300303
23,EDCS-65600191
24,EDCS-15100407
25,EDCS-65600280
26,EDCS-65600220
27,EDCS-13100007
28,EDCS-09701238
29,EDCS-65600185
30,EDCS-23200272
31,EDCS-69200493
32,EDCS-65600148
33,EDCS-65600303
34,EDCS-65600349
35,EDCS-14900344
36,EDCS-15100381
37,EDCS-11300879
38,EDCS-65600330
39,EDCS-65600142
40,EDCS-65600301
41,EDCS-65600138
42,EDCS-65600251
43,EDCS-65600106
44,EDCS-65600329
45,EDCS-13100004
46,EDCS-08600812
47,EDCS-65600235
48,EDCS-13100005
49,EDCS-15100371
50,EDCS-65600133
51,EDCS-65600131
52,EDCS-65600335
53,EDCS-65600209
54,EDCS-65600121
55,EDCS-65600137
56,EDCS-23200337
57,EDCS-65600302
58,EDCS-10900738
59,EDCS-04901012
60,EDCS-24501939
61,EDCS-65600219
62,EDCS-12800687
63,EDCS-11300885
64,EDCS-69200492
65,EDCS-65600200
66,EDCS-15100426
67,EDCS-69200486
68,EDCS-15100423
69,EDCS-65600203
70,EDCS-15100330
71,EDCS-11300884
72,EDCS-13100001
73,EDCS-15100335
74,EDCS-65600300
75,EDCS-65600339
76,EDCS-65600243
77,EDCS-65600241
78,EDCS-11300881
79,EDCS-65600291
80,EDCS-65600289
81,EDCS-65600328
82,EDCS-15100336
83,EDCS-65600316
84,EDCS-65600190
85,EDCS-65600143
86,EDCS-65600304
87,EDCS-65600201
88,EDCS-10300299
89,EDCS-08600814
90,EDCS-11300875
91,EDCS-65600346
92,EDCS-36400011
93,EDCS-65600260
94,EDCS-65600107
95,EDCS-14900372
96,EDCS-65600195
97,EDCS-65600132
98,EDCS-23200268
99,EDCS-69200491
100,EDCS-69200485
101,EDCS-15100429
102,EDCS-65600254
103,EDCS-24501950
104,EDCS-65600179
105,EDCS-65600217
106,EDCS-08600810
107,EDCS-15100338
108,EDCS-65600205
109,EDCS-12800688
110,EDCS-13100002
111,EDCS-08600811
112,EDCS-69200488
113,EDCS-10300306
114,EDCS-08600815
