rank,edcs_id
1,EDCS-25900365
2,EDCS-71300324
3,EDCS-46300019
4,EDCS-17900362
5,EDCS-25501579
6,EDCS-17900343
7,EDCS-17900371
8,EDCS-25900375
9,EDCS-25501581
10,EDCS-25900308
11,EDCS-17900342
12,EDCS-17900354
13,EDCS-25900343
14,EDCS-10301011
15,EDCS-09701769
16,EDCS-25501541
17,EDCS-25900368
18,EDCS-27600535
19,EDCS-25900367
20,EDCS-25900323
21,EDCS-25900307
22,EDCS-27600541
23,EDCS-25501536
24,EDCS-25501596
25,EDCS-25501544
26,EDCS-69200533
27,EDCS-25900354
28,EDCS-25900355
29,EDCS-46300021
30,EDCS-25900331
31,EDCS-25501597
32,EDCS-25900390
33,EDCS-17900377
34,EDCS-25501521
35,EDCS-10301006
36,EDCS-27600539
37,EDCS-69200537
38,EDCS-25501574
39,EDCS-25501586
40,EDCS-25501605
41,EDCS-25501602
42,EDCS-25900388
43,EDCS-25501595
44,EDCS-25501569
45,EDCS-25900379
46,EDCS-17900379
47,EDCS-25501611
48,EDCS-17900357
49,EDCS-27600534
50,EDCS-25900311
51,EDCS-25501517
52,EDCS-25501566
53,EDCS-25900324
54,EDCS-17900363
55,EDCS-17900352
56,EDCS-25900337
57,EDCS-25501526
58,EDCS-25900361
59,EDCS-17900346
60,EDCS-25900391
61,EDCS-16300229
62,EDCS-71300325
63,EDCS-17900350
64,EDCS-25501610
65,EDCS-25501600
66,EDCS-25900315
67,EDCS-25900359
68,EDCS-17900380
69,EDCS-25501590
70,EDCS-25900341
71,EDCS-25501546
72,EDCS-25900376
73,EDCS-25501555
74,EDCS-25501559
75,EDCS-27600536
76,EDCS-25501549
77,EDCS-17900344
78,EDCS-25501533
79,EDCS-25900344
80,EDCS-25501525
81,EDCS-25900318
82,EDCS-25501599
83,EDCS-25900374
84,EDCS-25501575
85,EDCS-25501576
86,EDCS-46300024
87,EDCS-25900371
88,EDCS-25900384
89,EDCS-25900319
90,EDCS-25501518
91,EDCS-25900349
92,EDCS-25501520
93,EDCS-27600540
94,EDCS-27600537
95,EDCS-25900316
96,EDCS-25501547
97,EDCS-69200539
98,EDCS-25900333
99,EDCS-25900372
100,EDCS-25900386
101,EDCS-25501516
102,EDCS-17900369
103,EDCS-17900367
104,EDCS-25900383
105,EDCS-25501524
106,EDCS-69200535
107,EDCS-46300026
108,EDCS-25900342
109,EDCS-17701297
110,EDCS-25501531
111,EDCS-25501512
112,EDCS-17900366
113,EDCS-25501572
114,EDCS-17900374
115,EDCS-07400725
116,EDCS-25501519
117,EDCS-25501592
118,EDCS-25900339
119,EDCS-17900341
120,EDCS-25900351
121,EDCS-27600530
122,EDCS-25900328
123,EDCS-25900321
124,EDCS-25501578
125,EDCS-25900377
126,EDCS-25900346
127,EDCS-25501532
128,EDCS-17900351
129,EDCS-17900373
130,EDCS-25900389
131,EDCS-25501603
132,EDCS-25900353
133,EDCS-25501562
134,EDCS-25900310
