rank,edcs_id
1,EDCS-20900347
2,EDCS-21100156
3,EDCS-21100228
4,EDCS-20800700
5,EDCS-21100069
6,EDCS-20900381
7,EDCS-25001014
8,EDCS-20800628
9,EDCS-21100180
10,EDCS-20800766
11,EDCS-21100330
12,EDCS-21100222
13,EDCS-25001008
14,EDCS-25001010
15,EDCS-20900306
16,EDCS-21100327
17,EDCS-21100114
18,EDCS-22000549
19,EDCS-20800641
20,EDCS-21600311
21,EDCS-21600322
22,EDCS-25001001
23,EDCS-21100339
24,EDCS-25001004
25,EDCS-21100092
26,EDCS-20800701
27,EDCS-25001006
28,EDCS-21100278
29,EDCS-20800681
30,EDCS-20800640
31,EDCS-21100001
32,EDCS-20800753
33,EDCS-22200732
34,EDCS-25500172
35,EDCS-70100155
36,EDCS-22700129
37,EDCS-25001005
38,EDCS-22000598
39,EDCS-21100207
40,EDCS-20800672
41,EDCS-20800748
42,EDCS-20800691
43,EDCS-21100338
44,EDCS-20900344
45,EDCS-20800636
46,EDCS-20800677
47,EDCS-20800630
48,EDCS-22700074
49,EDCS-21600171
50,EDCS-21600169
51,EDCS-21100359
52,EDCS-22700099
53,EDCS-25601741
54,EDCS-20800735
55,EDCS-21100163
56,EDCS-20900326
57,EDCS-21300149
58,EDCS-21100353
59,EDCS-21100276
60,EDCS-20800619
61,EDCS-20800744
62,EDCS-21100252
63,EDCS-20900316
64,EDCS-21300144
65,EDCS-21100269
66,EDCS-21300216
67,EDCS-21100052
68,EDCS-20800737
69,EDCS-21100341
70,EDCS-25001011
71,EDCS-21100162
72,EDCS-21100003
73,EDCS-20800760
74,EDCS-25001003
75,EDCS-20900375
76,EDCS-21600204
77,EDCS-21100240
78,EDCS-21600214
79,EDCS-20800757
80,EDCS-43600026
81,EDCS-20800733
82,EDCS-20800765
83,EDCS-20800743
84,EDCS-20800705
85,EDCS-22700122
86,EDCS-21100230
87,EDCS-21100005
88,EDCS-25601742
89,EDCS-25001009
90,EDCS-21300208
91,EDCS-21100245
92,EDCS-22700053
93,EDCS-20800688
