rank,edcs_id
1,EDCS-16201329
2,EDCS-16100614
3,EDCS-16100608
4,EDCS-16201273
5,EDCS-15600971
6,EDCS-16300724
7,EDCS-15900146
8,EDCS-16100604
9,EDCS-16300649
10,EDCS-16100607
11,EDCS-16100618
12,EDCS-15900167
13,EDCS-16100574
14,EDCS-15900151
15,EDCS-15900188
16,EDCS-16800148
17,EDCS-16300726
18,EDCS-16300679
19,EDCS-15600990
20,EDCS-27900255
21,EDCS-00800032
22,EDCS-16100591
23,EDCS-16201282
24,EDCS-15600991
25,EDCS-69200516
26,EDCS-15600972
27,EDCS-15900142
28,EDCS-16100613
29,EDCS-15900163
30,EDCS-15900166
31,EDCS-16300753
32,EDCS-16600027
33,EDCS-15900147
34,EDCS-15900159
35,EDCS-15900186
36,EDCS-15900196
37,EDCS-16201391
38,EDCS-15600997
39,EDCS-15600979
40,EDCS-16100585
41,EDCS-16100600
42,EDCS-16400156
43,EDCS-16300651
44,EDCS-15900176
45,EDCS-85500181
46,EDCS-16300723
47,EDCS-15900143
48,EDCS-15900169
49,EDCS-16300644
50,EDCS-16100580
51,EDCS-16201284
52,EDCS-15900207
53,EDCS-16201322
54,EDCS-15900171
55,EDCS-16300733
56,EDCS-15900154
57,EDCS-16600017
58,EDCS-15900161
59,EDCS-27900253
60,EDCS-16201357
61,EDCS-16100601
62,EDCS-16201346
63,EDCS-15900178
64,EDCS-15600987
65,EDCS-15600986
66,EDCS-16300822
67,EDCS-15900232
68,EDCS-16100568
69,EDCS-17900419
70,EDCS-15600988
71,EDCS-15900204
72,EDCS-16100571
73,EDCS-15900194
74,EDCS-15900209
75,EDCS-16100577
76,EDCS-15900177
77,EDCS-16100572
78,EDCS-15600984
79,EDCS-02000008
80,EDCS-16201301
81,EDCS-16201292
82,EDCS-16201309
83,EDCS-15600992
84,EDCS-15900214
85,EDCS-15600974
86,EDCS-15900148
87,EDCS-17900416
88,EDCS-15900191
89,EDCS-16201260
90,EDCS-16300668
91,EDCS-16100621
92,EDCS-16100578
93,EDCS-15600995
94,EDCS-15900227
95,EDCS-16201264
96,EDCS-16300646
97,EDCS-15900219
98,EDCS-26001089
99,EDCS-15900158
100,EDCS-16200137
101,EDCS-16100603
102,EDCS-30100141
103,EDCS-16100570
104,EDCS-16300645
105,EDCS-15900149
106,EDCS-16300697
107,EDCS-15600975
108,EDCS-16201398
109,EDCS-16300667
110,EDCS-15900175
111,EDCS-16201389
112,EDCS-16300643
113,EDCS-15900164
114,EDCS-15900208
115,EDCS-16100565
116,EDCS-16300650
117,EDCS-16300732
118,EDCS-16100575
119,EDCS-16201330
120,EDCS-16600021
121,EDCS-15900170
122,EDCS-16201331
123,EDCS-16200141
124,EDCS-16200136
125,EDCS-15900201
126,EDCS-16100576
127,EDCS-16800129
128,EDCS-16400158
129,EDCS-16100573
130,EDCS-16100619
131,EDCS-16300731
132,EDCS-16100625
133,EDCS-15900203
134,EDCS-69200499
135,EDCS-15900220
136,EDCS-15900229
137,EDCS-27900251
138,EDCS-15600996
139,EDCS-16400213
140,EDCS-15600980
141,EDCS-16300730
142,EDCS-15900202
143,EDCS-16100569
144,EDCS-15900150
145,EDCS-16100593
146,EDCS-15900223
147,EDCS-16300683
148,EDCS-16201259
149,EDCS-27900270
150,EDCS-15900213
151,EDCS-16201355
152,EDCS-16400159
153,EDCS-16200133
154,EDCS-16201367
155,EDCS-16201283
156,EDCS-16100628
157,EDCS-16300717
158,EDCS-16800187
159,EDCS-15900187
160,EDCS-15900210
161,EDCS-15900184
162,EDCS-15900212
163,EDCS-16100579
164,EDCS-16300703
165,EDCS-16400182
166,EDCS-16300768
167,EDCS-69000081
168,EDCS-16201257
169,EDCS-15900173
170,EDCS-16201287
171,EDCS-15900185
172,EDCS-24700293
173,EDCS-16800155
174,EDCS-15900181
175,EDCS-16100609
176,EDCS-81700355
177,EDCS-16300663
178,EDCS-16201360
179,EDCS-16300748
180,EDCS-28000291
181,EDCS-16300720
182,EDCS-16300642
183,EDCS-16100582
184,EDCS-15900216
185,EDCS-15900174
186,EDCS-16300674
187,EDCS-15600978
188,EDCS-15900205
189,EDCS-15600977
190,EDCS-15600993
191,EDCS-16200134
192,EDCS-15900198
193,EDCS-16201281
194,EDCS-15900152
195,EDCS-15900225
196,EDCS-15900233
197,EDCS-16300673
198,EDCS-16400211
199,EDCS-15600985
200,EDCS-16800189
201,EDCS-81700356
202,EDCS-16100592
203,EDCS-16200135
204,EDCS-16201262
205,EDCS-30100142
206,EDCS-16800150
207,EDCS-16100612
208,EDCS-15900217
209,EDCS-16100561
210,EDCS-16800167
211,EDCS-15900197
212,EDCS-16400164
213,EDCS-16201276
214,EDCS-15900230
215,EDCS-15900144
216,EDCS-15900221
217,EDCS-16100581
218,EDCS-15900231
219,EDCS-15900157
220,EDCS-15600970
221,EDCS-15600989
222,EDCS-15900192
223,EDCS-16600046
224,EDCS-15600973
225,EDCS-16300648
226,EDCS-16100587
227,EDCS-16201261
228,EDCS-15900179
229,EDCS-16100597
230,EDCS-16201320
