rank,edcs_id
1,EDCS-15100423
2,EDCS-10300172
3,EDCS-65600339
4,EDCS-15100336
5,EDCS-65600302
6,EDCS-65600251
7,EDCS-65600190
8,EDCS-13100001
9,EDCS-15100381
10,EDCS-15100335
11,EDCS-65600191
12,EDCS-65600316
13,EDCS-65600138
14,EDCS-11300879
15,EDCS-15100407
16,EDCS-10300306
17,EDCS-65600289
18,EDCS-65600280
19,EDCS-65600201
20,EDCS-65600143
21,EDCS-15100371
22,EDCS-11300875
23,EDCS-65600304
24,EDCS-65600148
25,EDCS-65600195
26,EDCS-65600328
27,EDCS-65600329
28,EDCS-13100004
29,EDCS-69200487
30,EDCS-65600142
31,EDCS-08600810
32,EDCS-23200272
33,EDCS-65600260
34,EDCS-12800687
35,EDCS-11300888
36,EDCS-69200493
37,EDCS-65600133
38,EDCS-65600303
39,EDCS-65600330
40,EDCS-24501950
41,EDCS-65600237
42,EDCS-08600815
43,EDCS-04901012
44,EDCS-65600200
45,EDCS-65600235
46,EDCS-65600186
47,EDCS-10300301
48,EDCS-23200337
49,EDCS-13100005
50,EDCS-13100006
51,EDCS-65600219
52,EDCS-08600812
53,EDCS-65600165
54,EDCS-65600327
55,EDCS-23200303
56,EDCS-36400011
57,EDCS-24501960
58,EDCS-65600220
59,EDCS-65600119
60,EDCS-65600131
61,EDCS-08600813
62,EDCS-65600205
63,EDCS-24501939
64,EDCS-10300299
65,EDCS-69200489
66,EDCS-65600325
67,EDCS-65600291
68,EDCS-15100426
69,EDCS-65600301
70,EDCS-65600185
71,EDCS-15100429
72,EDCS-69200491
73,EDCS-65600346
74,EDCS-65600300
75,EDCS-65600118
76,EDCS-65600268
77,EDCS-65600106
78,EDCS-08600814
79,EDCS-65600132
80,EDCS-65600137
81,EDCS-65600208
82,EDCS-10300303
83,EDCS-11300884
84,EDCS-69200488
85,EDCS-14900372
86,EDCS-65600243
87,EDCS-65600204
88,EDCS-15100338
89,EDCS-12800688
90,EDCS-65600179
91,EDCS-65600217
92,EDCS-65600349
93,EDCS-13100007
94,EDCS-65600107
95,EDCS-23200268
96,EDCS-65600232
97,EDCS-10900738
98,EDCS-69200486
99,EDCS-15100330
100,EDCS-14900344
101,EDCS-65600209
102,EDCS-65600203
103,EDCS-65600241
104,EDCS-09701238
105,EDCS-69200492
106,EDCS-65600335
107,EDCS-08600806
108,EDCS-13100002
109,EDCS-11300885
110,EDCS-69200485
111,EDCS-11300881
112,EDCS-08600811
113,EDCS-65600254
114,EDCS-65600121
