rank,edcs_id
1,EDCS-17900428
2,EDCS-16300651
3,EDCS-15900321
4,EDCS-16300718
5,EDCS-10301004
6,EDCS-16600084
7,EDCS-24700294
8,EDCS-16100712
9,EDCS-16600091
10,EDCS-16200150
11,EDCS-15900164
12,EDCS-27900255
13,EDCS-16300771
14,EDCS-15900302
15,EDCS-15900314
16,EDCS-15900197
17,EDCS-25501789
18,EDCS-15900282
19,EDCS-16201474
20,EDCS-25601552
21,EDCS-16400178
22,EDCS-16300850
23,EDCS-17900421
24,EDCS-69200529
25,EDCS-15600976
26,EDCS-00800027
27,EDCS-16300641
28,EDCS-16400292
29,EDCS-16300781
30,EDCS-16600096
31,EDCS-16800048
32,EDCS-16201410
33,EDCS-16201351
34,EDCS-16300795
35,EDCS-16201411
36,EDCS-16600119
37,EDCS-16200144
38,EDCS-16600150
39,EDCS-16400300
40,EDCS-16300702
41,EDCS-15601006
42,EDCS-26100003
43,EDCS-26001059
44,EDCS-83700250
45,EDCS-16201345
46,EDCS-16201449
47,EDCS-15900188
48,EDCS-16400264
49,EDCS-16300705
50,EDCS-69200514
51,EDCS-16400173
52,EDCS-15900281
53,EDCS-16201330
54,EDCS-16200166
55,EDCS-16300752
56,EDCS-25700266
57,EDCS-16300710
58,EDCS-16200195
59,EDCS-16100565
60,EDCS-16800193
61,EDCS-17900437
62,EDCS-16600144
63,EDCS-16300828
64,EDCS-16800133
65,EDCS-25700191
66,EDCS-15900303
67,EDCS-16400186
68,EDCS-16100592
69,EDCS-16100581
70,EDCS-72700034
71,EDCS-25501749
72,EDCS-16201385
73,EDCS-16201319
74,EDCS-16600131
75,EDCS-28000291
76,EDCS-16200148
77,EDCS-16400230
78,EDCS-16600152
79,EDCS-16300763
80,EDCS-16100739
81,EDCS-16600068
82,EDCS-16300857
83,EDCS-16600103
84,EDCS-16300719
85,EDCS-16201484
86,EDCS-83700217
87,EDCS-17900433
88,EDCS-16400228
89,EDCS-16800077
90,EDCS-16800062
91,EDCS-16201392
92,EDCS-16800144
93,EDCS-16300698
94,EDCS-16201403
95,EDCS-16400190
96,EDCS-16800011
97,EDCS-16600048
98,EDCS-10300869
99,EDCS-85701025
100,EDCS-16201382
101,EDCS-16800170
102,EDCS-16600069
103,EDCS-17900431
104,EDCS-16300839
105,EDCS-15900237
106,EDCS-16600127
107,EDCS-16600044
108,EDCS-16300792
109,EDCS-16600055
110,EDCS-15900312
111,EDCS-16100599
112,EDCS-60500143
113,EDCS-85701052
114,EDCS-15601014
115,EDCS-15900227
116,EDCS-15900258
117,EDCS-16100621
118,EDCS-16600117
119,EDCS-25501476
120,EDCS-16200145
121,EDCS-16600080
122,EDCS-16200133
123,EDCS-16100707
124,EDCS-85701072
125,EDCS-15900159
126,EDCS-27900270
127,EDCS-16200159
128,EDCS-16300715
129,EDCS-16100722
130,EDCS-17900432
131,EDCS-16100698
132,EDCS-25100332
133,EDCS-16201276
134,EDCS-16201489
135,EDCS-16100726
136,EDCS-15900270
137,EDCS-15600975
138,EDCS-15601013
139,EDCS-16800056
140,EDCS-16800107
141,EDCS-16100742
142,EDCS-83700190
143,EDCS-16400259
144,EDCS-16200175
145,EDCS-83700239
146,EDCS-15900223
147,EDCS-16800190
148,EDCS-16300695
149,EDCS-16400221
150,EDCS-16300837
151,EDCS-16201354
152,EDCS-16600021
153,EDCS-16200172
154,EDCS-08601452
155,EDCS-16201348
156,EDCS-16300762
157,EDCS-16300868
158,EDCS-15600987
159,EDCS-83700253
160,EDCS-16201482
161,EDCS-72700019
162,EDCS-16300842
163,EDCS-16201498
164,EDCS-15900286
165,EDCS-16200170
166,EDCS-16300749
167,EDCS-25601537
168,EDCS-25700192
169,EDCS-10301001
170,EDCS-16201429
171,EDCS-25501803
172,EDCS-16201326
173,EDCS-16200193
174,EDCS-15900280
175,EDCS-16100649
176,EDCS-25501649
177,EDCS-16100701
178,EDCS-15600992
179,EDCS-25700168
180,EDCS-15900298
181,EDCS-16600017
182,EDCS-16200201
183,EDCS-17900441
184,EDCS-83700233
185,EDCS-16201360
186,EDCS-16600122
187,EDCS-16300751
188,EDCS-16201265
189,EDCS-16201404
190,EDCS-15601002
191,EDCS-15900267
192,EDCS-16200154
193,EDCS-15900257
194,EDCS-16800132
195,EDCS-83700166
196,EDCS-16600089
197,EDCS-16300808
198,EDCS-16800149
199,EDCS-16100738
200,EDCS-16800069
201,EDCS-69200543
202,EDCS-16800179
203,EDCS-15900151
204,EDCS-72700022
205,EDCS-16600125
206,EDCS-16400210
207,EDCS-15900219
208,EDCS-16400200
209,EDCS-16800167
210,EDCS-16300691
211,EDCS-69200551
212,EDCS-08601424
213,EDCS-25501766
214,EDCS-16100651
215,EDCS-69200510
216,EDCS-16400257
217,EDCS-16400224
218,EDCS-69200506
219,EDCS-00800033
220,EDCS-16400172
221,EDCS-16800068
222,EDCS-25501643
223,EDCS-16800135
224,EDCS-27900269
225,EDCS-16800053
226,EDCS-16100645
227,EDCS-16600163
228,EDCS-16400195
229,EDCS-16800009
230,EDCS-16600056
231,EDCS-16201458
232,EDCS-25700208
233,EDCS-16300832
234,EDCS-72700039
235,EDCS-16300741
236,EDCS-25501511
237,EDCS-00800030
238,EDCS-16100582
239,EDCS-16200202
240,EDCS-25501647
241,EDCS-15600974
242,EDCS-15900182
243,EDCS-15900148
244,EDCS-15600986
245,EDCS-15900245
246,EDCS-16800186
247,EDCS-16100560
248,EDCS-83700247
249,EDCS-16300856
250,EDCS-16200179
251,EDCS-72700040
252,EDCS-16201453
253,EDCS-69200548
254,EDCS-16100572
255,EDCS-16300723
256,EDCS-25700166
257,EDCS-16201394
258,EDCS-16400231
259,EDCS-15600991
260,EDCS-16800097
261,EDCS-15900249
262,EDCS-25501768
263,EDCS-16100732
264,EDCS-16100638
265,EDCS-16100587
266,EDCS-16300859
267,EDCS-16201506
268,EDCS-16400163
269,EDCS-15900324
270,EDCS-15900207
271,EDCS-16300793
272,EDCS-16100699
273,EDCS-83700188
274,EDCS-83700200
275,EDCS-16100603
276,EDCS-16100652
277,EDCS-16300734
278,EDCS-25700159
279,EDCS-16300735
280,EDCS-16400176
281,EDCS-16100683
282,EDCS-16201268
283,EDCS-15600970
284,EDCS-16400183
285,EDCS-16201315
286,EDCS-83700255
287,EDCS-25700179
288,EDCS-16800188
289,EDCS-16100636
290,EDCS-25601542
291,EDCS-16100564
292,EDCS-16600040
293,EDCS-16201292
294,EDCS-16800039
295,EDCS-16300860
296,EDCS-85701015
297,EDCS-16800041
298,EDCS-25601534
299,EDCS-16201301
300,EDCS-85701027
301,EDCS-16100562
302,EDCS-16800191
303,EDCS-15900179
304,EDCS-16600145
305,EDCS-16100724
306,EDCS-16201492
307,EDCS-69200498
308,EDCS-16600037
309,EDCS-16300656
310,EDCS-85701058
311,EDCS-16400199
312,EDCS-15900208
313,EDCS-16201257
314,EDCS-85701044
315,EDCS-85701036
316,EDCS-16600173
317,EDCS-26001096
318,EDCS-83700167
319,EDCS-16300644
320,EDCS-15900261
321,EDCS-16600142
322,EDCS-15900290
323,EDCS-16600194
324,EDCS-16600012
325,EDCS-15900154
326,EDCS-15601003
327,EDCS-16201306
328,EDCS-83700192
329,EDCS-15900149
330,EDCS-16600130
331,EDCS-25501804
332,EDCS-72700016
333,EDCS-16300801
334,EDCS-25700186
335,EDCS-16800015
336,EDCS-16200135
337,EDCS-16200152
338,EDCS-16600062
339,EDCS-25601532
340,EDCS-85701021
341,EDCS-16800034
342,EDCS-25601539
343,EDCS-16300697
344,EDCS-16600078
345,EDCS-16300811
346,EDCS-25501763
347,EDCS-16400285
348,EDCS-16201398
349,EDCS-26001095
350,EDCS-16600196
351,EDCS-85701040
352,EDCS-69200522
353,EDCS-16800127
354,EDCS-16100604
355,EDCS-17900435
356,EDCS-15900272
357,EDCS-16800180
358,EDCS-16400193
359,EDCS-16100585
360,EDCS-16201356
361,EDCS-16201437
362,EDCS-72700037
363,EDCS-16100662
364,EDCS-15900209
365,EDCS-16300700
366,EDCS-16100589
367,EDCS-16100729
368,EDCS-16800018
369,EDCS-16201311
370,EDCS-16300730
371,EDCS-16201388
372,EDCS-16800175
373,EDCS-16100641
374,EDCS-16400164
375,EDCS-83700170
376,EDCS-16800147
377,EDCS-16201343
378,EDCS-15900177
379,EDCS-16600083
380,EDCS-16800016
381,EDCS-16100718
382,EDCS-83700163
383,EDCS-16400181
384,EDCS-25501654
385,EDCS-16600090
386,EDCS-16800159
387,EDCS-16600171
388,EDCS-83700189
389,EDCS-06000908
390,EDCS-16300827
391,EDCS-16600110
392,EDCS-16300849
393,EDCS-16600057
394,EDCS-16300652
395,EDCS-16400245
396,EDCS-83700164
397,EDCS-15900150
398,EDCS-16300805
399,EDCS-16201395
400,EDCS-16100573
401,EDCS-69200501
402,EDCS-83700236
403,EDCS-15900199
404,EDCS-16800118
405,EDCS-16300653
406,EDCS-16300740
407,EDCS-16800036
408,EDCS-69200521
409,EDCS-16300707
410,EDCS-02000004
411,EDCS-15900200
412,EDCS-16800173
413,EDCS-00800047
414,EDCS-16100593
415,EDCS-25501775
416,EDCS-16201372
417,EDCS-16300709
418,EDCS-15900277
419,EDCS-16600041
420,EDCS-16400205
421,EDCS-83700169
422,EDCS-15900171
423,EDCS-16100704
424,EDCS-15900325
425,EDCS-16800163
426,EDCS-15600977
427,EDCS-27900267
428,EDCS-16201381
429,EDCS-23200438
430,EDCS-16400247
431,EDCS-16400192
432,EDCS-16100574
433,EDCS-16600151
434,EDCS-16300861
435,EDCS-16400182
436,EDCS-26001054
437,EDCS-15900235
438,EDCS-16201264
439,EDCS-16201443
440,EDCS-16201521
441,EDCS-16400301
442,EDCS-25501474
443,EDCS-16600118
444,EDCS-16100640
445,EDCS-16400233
446,EDCS-16300755
447,EDCS-16201467
448,EDCS-16201503
449,EDCS-16800006
450,EDCS-25501794
451,EDCS-25501770
452,EDCS-16300725
453,EDCS-16800120
454,EDCS-16800142
455,EDCS-16300684
456,EDCS-85701038
457,EDCS-15601019
458,EDCS-83700194
459,EDCS-16201373
460,EDCS-16100561
461,EDCS-15900157
462,EDCS-16201407
463,EDCS-15900206
464,EDCS-16800155
465,EDCS-16800152
466,EDCS-16800042
467,EDCS-15900156
468,EDCS-15900187
469,EDCS-16201426
470,EDCS-16100598
471,EDCS-69200500
472,EDCS-15900322
473,EDCS-69200509
474,EDCS-16200176
475,EDCS-16600128
476,EDCS-85701017
477,EDCS-16300817
478,EDCS-16100735
479,EDCS-16800087
480,EDCS-16201321
481,EDCS-16800182
482,EDCS-16201347
483,EDCS-16300645
484,EDCS-16200137
485,EDCS-15900317
486,EDCS-15601021
487,EDCS-26001037
488,EDCS-16201338
489,EDCS-25501623
490,EDCS-16800030
491,EDCS-25501621
492,EDCS-16800033
493,EDCS-16400295
494,EDCS-16300830
495,EDCS-15600978
496,EDCS-16600187
497,EDCS-16600153
498,EDCS-16100692
499,EDCS-16200140
500,EDCS-16600124
501,EDCS-16201490
502,EDCS-16300838
503,EDCS-16200199
504,EDCS-15900189
505,EDCS-16201451
506,EDCS-16200146
507,EDCS-15601000
508,EDCS-25700268
509,EDCS-16100653
510,EDCS-16300681
511,EDCS-72700025
512,EDCS-83700205
513,EDCS-16100634
514,EDCS-83700160
515,EDCS-16100708
516,EDCS-16100741
517,EDCS-26001105
518,EDCS-15900236
519,EDCS-16400204
520,EDCS-16600186
521,EDCS-15600990
522,EDCS-16600120
523,EDCS-16200178
524,EDCS-16300867
525,EDCS-16201289
526,EDCS-16201320
527,EDCS-16300746
528,EDCS-16800154
529,EDCS-16201349
530,EDCS-16201418
531,EDCS-16600019
532,EDCS-26001097
533,EDCS-16100600
534,EDCS-85701064
535,EDCS-15900214
536,EDCS-16201444
537,EDCS-16100605
538,EDCS-16600123
539,EDCS-25700162
540,EDCS-16300823
541,EDCS-16201374
542,EDCS-16400293
543,EDCS-83700214
544,EDCS-16300774
545,EDCS-69200517
546,EDCS-16800169
547,EDCS-83700222
548,EDCS-16400229
549,EDCS-15900283
550,EDCS-16600160
551,EDCS-15900255
552,EDCS-16300829
553,EDCS-16300790
554,EDCS-16201314
555,EDCS-16300660
556,EDCS-25700225
557,EDCS-16100665
558,EDCS-16800116
559,EDCS-16800192
560,EDCS-83700198
561,EDCS-15900176
562,EDCS-16201256
563,EDCS-15900320
564,EDCS-16100571
565,EDCS-16200203
566,EDCS-15900147
567,EDCS-16600020
568,EDCS-16600008
569,EDCS-15900163
570,EDCS-16300853
571,EDCS-16201254
572,EDCS-16800051
573,EDCS-16201525
574,EDCS-25501626
575,EDCS-26001030
576,EDCS-16200206
577,EDCS-15900191
578,EDCS-26001023
579,EDCS-27900261
580,EDCS-16600184
581,EDCS-83700229
582,EDCS-16400187
583,EDCS-16800131
584,EDCS-16800146
585,EDCS-15900276
586,EDCS-25501650
587,EDCS-16201317
588,EDCS-16300677
589,EDCS-15601010
590,EDCS-16400267
591,EDCS-25501461
592,EDCS-25700221
593,EDCS-16300789
594,EDCS-15900195
595,EDCS-16200200
596,EDCS-15601018
597,EDCS-83700249
598,EDCS-16201512
599,EDCS-16800150
600,EDCS-16300670
601,EDCS-16600162
602,EDCS-16201427
603,EDCS-16100713
604,EDCS-83700252
605,EDCS-16100691
606,EDCS-15900260
607,EDCS-25601553
608,EDCS-43400014
609,EDCS-16100629
610,EDCS-16201457
611,EDCS-16400261
612,EDCS-15900254
613,EDCS-16400214
614,EDCS-16300721
615,EDCS-26001100
616,EDCS-16201409
617,EDCS-26001098
618,EDCS-15900244
619,EDCS-16100671
620,EDCS-16400246
621,EDCS-83700263
622,EDCS-15601004
623,EDCS-16201511
624,EDCS-16800014
625,EDCS-16300866
626,EDCS-16100715
