rank,edcs_id
1,EDCS-19400408
2,EDCS-09600385
3,EDCS-09600761
4,EDCS-15500396
5,EDCS-18600254
6,EDCS-19200197
7,EDCS-12101323
8,EDCS-10200454
9,EDCS-17201345
10,EDCS-13000393
11,EDCS-18500271
12,EDCS-18800413
13,EDCS-19300615
14,EDCS-14800424
15,EDCS-09600023
16,EDCS-09300747
17,EDCS-15100637
18,EDCS-76800055
19,EDCS-18900731
20,EDCS-18800011
21,EDCS-12001662
22,EDCS-17200538
23,EDCS-18700223
24,EDCS-15600194
25,EDCS-09001097
26,EDCS-19100620
27,EDCS-15500177
28,EDCS-12101463
29,EDCS-18700519
30,EDCS-12001138
31,EDCS-12001094
32,EDCS-19300999
33,EDCS-18900003
34,EDCS-09600621
35,EDCS-15500438
36,EDCS-12001425
37,EDCS-10200496
38,EDCS-15600531
39,EDCS-52800459
40,EDCS-52800172
41,EDCS-18700559
42,EDCS-02700821
43,EDCS-12001043
44,EDCS-15500228
45,EDCS-54100657
46,EDCS-12001141
47,EDCS-10200205
48,EDCS-18900568
49,EDCS-19900243
50,EDCS-29900378
51,EDCS-12101567
52,EDCS-18900430
53,EDCS-18600316
54,EDCS-19100570
55,EDCS-19300154
56,EDCS-09600283
57,EDCS-09600732
58,EDCS-10701672
59,EDCS-19301047
60,EDCS-10200257
61,EDCS-09700817
62,EDCS-17200891
63,EDCS-15600326
64,EDCS-18600194
65,EDCS-34200273
66,EDCS-19700321
67,EDCS-12101616
68,EDCS-18900432
69,EDCS-19300936
70,EDCS-19700230
71,EDCS-19300349
72,EDCS-17200710
73,EDCS-18300808
74,EDCS-52700599
75,EDCS-00600119
76,EDCS-19400512
77,EDCS-18100720
78,EDCS-19300704
79,EDCS-17201404
80,EDCS-14800861
81,EDCS-14800488
82,EDCS-19000658
83,EDCS-18900668
84,EDCS-08600059
85,EDCS-15500441
86,EDCS-18200482
87,EDCS-18900263
88,EDCS-18700259
89,EDCS-10200389
90,EDCS-18900114
91,EDCS-18600719
92,EDCS-12101763
93,EDCS-00600662
94,EDCS-09600566
95,EDCS-09600427
96,EDCS-17201243
97,EDCS-19100560
98,EDCS-19600238
99,EDCS-61700236
100,EDCS-23400970
101,EDCS-15600634
102,EDCS-12001023
103,EDCS-15600513
104,EDCS-19000137
105,EDCS-19300744
106,EDCS-02700135
107,EDCS-52800417
108,EDCS-18600339
109,EDCS-82900052
110,EDCS-12101785
111,EDCS-18500080
112,EDCS-18800067
113,EDCS-30400304
114,EDCS-12001685
115,EDCS-19000815
116,EDCS-19600117
117,EDCS-18600815
118,EDCS-19100551
119,EDCS-12200792
120,EDCS-19000336
121,EDCS-71400521
122,EDCS-71400519
123,EDCS-18200440
124,EDCS-08900087
125,EDCS-12001078
126,EDCS-18300941
127,EDCS-19600199
128,EDCS-03900011
129,EDCS-20000126
130,EDCS-12101649
131,EDCS-19600254
132,EDCS-09600786
133,EDCS-12001782
134,EDCS-18900224
135,EDCS-12101412
136,EDCS-06100028
137,EDCS-36800043
138,EDCS-74700174
139,EDCS-07400093
140,EDCS-16000240
141,EDCS-19100514
142,EDCS-18800312
143,EDCS-70900100
144,EDCS-19400479
145,EDCS-14800246
146,EDCS-09600611
147,EDCS-00600830
148,EDCS-19200286
149,EDCS-18600447
150,EDCS-19300589
151,EDCS-17200525
152,EDCS-18800263
153,EDCS-16100088
154,EDCS-19301235
155,EDCS-12101814
156,EDCS-14800541
157,EDCS-14800513
158,EDCS-19100018
159,EDCS-12001798
160,EDCS-18700241
161,EDCS-13900050
162,EDCS-18900279
163,EDCS-02700170
164,EDCS-12001352
165,EDCS-19301198
166,EDCS-24200406
167,EDCS-12001296
168,EDCS-15500282
169,EDCS-10200603
170,EDCS-10200709
171,EDCS-18800015
172,EDCS-18600212
173,EDCS-15500276
174,EDCS-18900197
175,EDCS-10200649
176,EDCS-18800224
177,EDCS-08900050
178,EDCS-18600380
179,EDCS-09600369
180,EDCS-00600308
181,EDCS-02700218
182,EDCS-36700009
183,EDCS-19300911
184,EDCS-18300927
185,EDCS-18600151
186,EDCS-16000139
187,EDCS-19100042
188,EDCS-16200362
189,EDCS-15500168
190,EDCS-15600454
191,EDCS-18900464
192,EDCS-12001454
193,EDCS-17201053
194,EDCS-07000019
195,EDCS-15600205
196,EDCS-14800612
197,EDCS-19300207
198,EDCS-14800512
199,EDCS-19101312
200,EDCS-19301030
201,EDCS-10701657
202,EDCS-15500048
203,EDCS-09600334
204,EDCS-12101124
205,EDCS-19000410
206,EDCS-15300429
207,EDCS-02700426
208,EDCS-15300459
209,EDCS-15200218
210,EDCS-00600998
211,EDCS-18800340
212,EDCS-52800235
213,EDCS-18600771
214,EDCS-18900751
215,EDCS-18301014
216,EDCS-15500054
217,EDCS-12200813
218,EDCS-19000461
219,EDCS-19000768
220,EDCS-12101458
221,EDCS-12101118
222,EDCS-09700843
223,EDCS-09600478
224,EDCS-10200295
225,EDCS-12100962
226,EDCS-10200777
227,EDCS-19400466
228,EDCS-00600954
229,EDCS-19300518
230,EDCS-14800325
231,EDCS-00600484
232,EDCS-10200949
233,EDCS-16100512
234,EDCS-52800399
235,EDCS-12001792
236,EDCS-12001414
237,EDCS-00600618
238,EDCS-18800118
239,EDCS-09600290
240,EDCS-19300932
241,EDCS-18200434
242,EDCS-09600217
243,EDCS-16200469
244,EDCS-14800351
245,EDCS-14800443
246,EDCS-12001378
247,EDCS-14800561
248,EDCS-10200281
249,EDCS-15400444
250,EDCS-18600269
251,EDCS-52800354
252,EDCS-19200227
253,EDCS-18301076
254,EDCS-18900574
255,EDCS-12001117
256,EDCS-19300414
257,EDCS-09600830
258,EDCS-14800385
259,EDCS-19000683
260,EDCS-15100535
261,EDCS-19000797
262,EDCS-18300930
263,EDCS-17201652
264,EDCS-00600916
265,EDCS-52700545
266,EDCS-17201187
267,EDCS-08600047
268,EDCS-00600418
269,EDCS-10200522
270,EDCS-18600247
271,EDCS-00600548
272,EDCS-09300778
273,EDCS-18900637
274,EDCS-08900754
275,EDCS-12001754
276,EDCS-18600550
277,EDCS-12101431
278,EDCS-18700314
279,EDCS-16300610
280,EDCS-18100420
281,EDCS-64500102
282,EDCS-09400071
283,EDCS-02700553
284,EDCS-12100944
285,EDCS-12101156
286,EDCS-15500424
287,EDCS-17300050
288,EDCS-12101663
289,EDCS-18900013
290,EDCS-47300117
291,EDCS-18700161
292,EDCS-19100070
293,EDCS-18800466
294,EDCS-19101125
295,EDCS-12200715
296,EDCS-19000816
297,EDCS-18900441
298,EDCS-18300498
299,EDCS-09600343
300,EDCS-12101653
301,EDCS-16200335
302,EDCS-16000208
303,EDCS-15600338
304,EDCS-18600658
305,EDCS-18700027
306,EDCS-15600341
307,EDCS-64900017
308,EDCS-18800401
309,EDCS-18200470
310,EDCS-00600489
311,EDCS-15400151
312,EDCS-34801289
313,EDCS-19000043
314,EDCS-15600351
315,EDCS-12101576
316,EDCS-15300469
317,EDCS-12101591
318,EDCS-00600637
319,EDCS-02600088
320,EDCS-52800391
321,EDCS-17201619
322,EDCS-17200832
323,EDCS-10201151
324,EDCS-19301221
325,EDCS-12001278
326,EDCS-76600194
327,EDCS-18800364
328,EDCS-18300933
329,EDCS-02700614
330,EDCS-15300444
331,EDCS-12001452
332,EDCS-00600485
333,EDCS-14800235
334,EDCS-18900742
335,EDCS-19300526
336,EDCS-17200966
337,EDCS-09600540
338,EDCS-12001377
339,EDCS-12101375
340,EDCS-09600870
341,EDCS-18900660
342,EDCS-10201075
343,EDCS-16200293
344,EDCS-18300597
345,EDCS-18500268
346,EDCS-14800798
347,EDCS-19600192
348,EDCS-02700860
349,EDCS-19301183
350,EDCS-00600192
351,EDCS-19100980
352,EDCS-15400418
353,EDCS-12001650
354,EDCS-18301039
355,EDCS-61800075
356,EDCS-09600809
357,EDCS-18300542
358,EDCS-13800022
359,EDCS-12000962
360,EDCS-07400080
361,EDCS-18500108
362,EDCS-17201189
363,EDCS-65200137
364,EDCS-12001112
365,EDCS-15500475
366,EDCS-18300398
367,EDCS-12101695
368,EDCS-02700824
369,EDCS-19301166
370,EDCS-15500413
371,EDCS-08300050
372,EDCS-12001590
373,EDCS-00600300
374,EDCS-17201215
375,EDCS-12001524
376,EDCS-10200814
377,EDCS-18600779
