rank,edcs_id
1,EDCS-25900342
2,EDCS-25501591
3,EDCS-25501543
4,EDCS-17900369
5,EDCS-25900317
6,EDCS-25900340
7,EDCS-25900377
8,EDCS-25501550
9,EDCS-25900318
10,EDCS-25900347
11,EDCS-25501593
12,EDCS-08601325
13,EDCS-25900339
14,EDCS-25501582
15,EDCS-25501570
16,EDCS-25501558
17,EDCS-25501537
18,EDCS-25501542
19,EDCS-25501590
20,EDCS-25900319
21,EDCS-25900330
22,EDCS-25501529
23,EDCS-46300026
24,EDCS-46300020
25,EDCS-25900322
26,EDCS-25501597
27,EDCS-25900351
28,EDCS-25900326
29,EDCS-25900387
30,EDCS-25900349
31,EDCS-25501564
32,EDCS-25501572
33,EDCS-17900375
34,EDCS-25501551
35,EDCS-25900350
36,EDCS-25501530
37,EDCS-25501555
38,EDCS-25501535
39,EDCS-25501548
40,EDCS-25501575
41,EDCS-25900359
42,EDCS-25501595
43,EDCS-25501524
44,EDCS-25900383
45,EDCS-25900381
46,EDCS-25900346
47,EDCS-25900321
48,EDCS-25501598
49,EDCS-25900336
50,EDCS-17900379
51,EDCS-25501559
52,EDCS-25501525
53,EDCS-25501522
54,EDCS-25900327
55,EDCS-25900355
56,EDCS-25501557
57,EDCS-25900362
58,EDCS-25900352
59,EDCS-25501521
60,EDCS-17900378
61,EDCS-25900360
62,EDCS-17900364
63,EDCS-25501609
64,EDCS-17900363
65,EDCS-17900367
66,EDCS-25501547
67,EDCS-25501549
68,EDCS-25900368
69,EDCS-46300019
70,EDCS-25501586
71,EDCS-69200535
72,EDCS-17900377
73,EDCS-25501534
74,EDCS-25900375
75,EDCS-25900325
76,EDCS-25501540
77,EDCS-25501580
78,EDCS-25501581
79,EDCS-69200534
80,EDCS-25501602
81,EDCS-17900380
82,EDCS-25900367
83,EDCS-25900376
84,EDCS-25900335
85,EDCS-25501568
86,EDCS-25900365
87,EDCS-25501536
88,EDCS-17900368
89,EDCS-17900372
90,EDCS-25501569
91,EDCS-25501553
92,EDCS-25900357
93,EDCS-25501560
94,EDCS-25900353
95,EDCS-25900386
96,EDCS-25501594
97,EDCS-25900315
98,EDCS-17900366
99,EDCS-25900324
100,EDCS-25900361
101,EDCS-25501538
102,EDCS-25900379
103,EDCS-25501533
104,EDCS-25900337
105,EDCS-25900316
106,EDCS-25501604
107,EDCS-46300024
108,EDCS-25900364
109,EDCS-25501588
110,EDCS-25900382
111,EDCS-25900354
112,EDCS-25501566
113,EDCS-25900358
114,EDCS-69200537
115,EDCS-25501531
116,EDCS-25501554
117,EDCS-17900373
118,EDCS-25501552
119,EDCS-25501574
120,EDCS-25900374
121,EDCS-46300021
122,EDCS-25900328
123,EDCS-25501567
124,EDCS-25900320
125,EDCS-25900331
126,EDCS-46300023
127,EDCS-25501583
128,EDCS-25501526
129,EDCS-25900341
130,EDCS-25900369
131,EDCS-17900371
132,EDCS-25501608
133,EDCS-25501585
134,EDCS-17900370
135,EDCS-25501571
136,EDCS-25900323
137,EDCS-25501584
138,EDCS-25501611
139,EDCS-25900334
140,EDCS-17900362
141,EDCS-25900385
142,EDCS-25900380
143,EDCS-25900372
144,EDCS-25900344
145,EDCS-25501541
146,EDCS-46300027
147,EDCS-25900366
148,EDCS-25501599
149,EDCS-25501589
150,EDCS-25501578
151,EDCS-25501527
152,EDCS-25900371
153,EDCS-25900345
154,EDCS-09701769
155,EDCS-25900329
156,EDCS-17900365
157,EDCS-25501546
158,EDCS-25501532
159,EDCS-25501607
160,EDCS-25501610
161,EDCS-25501523
162,EDCS-46300025
163,EDCS-25501592
164,EDCS-25501562
165,EDCS-25900332
166,EDCS-17900351
167,EDCS-25501539
168,EDCS-25501577
169,EDCS-25900378
170,EDCS-46300028
171,EDCS-25900384
172,EDCS-69200536
173,EDCS-25501576
174,EDCS-69200533
175,EDCS-25501601
176,EDCS-25501603
177,EDCS-25900343
178,EDCS-25501579
179,EDCS-25501605
180,EDCS-25900370
181,EDCS-25501545
182,EDCS-25900333
183,EDCS-25501563
184,EDCS-25501573
185,EDCS-25501600
186,EDCS-46300022
187,EDCS-25900373
188,EDCS-25900391
189,EDCS-25900348
190,EDCS-25501587
191,EDCS-25900388
192,EDCS-25501544
193,EDCS-25501556
